solicitud_id,laboratorio_id,fecha_reserva,hora_inicio,hora_fin,numero_participantes,estado
ea938b4d-400a-5fb4-a259-28dd437f2943,4b4a10f4-36fa-5109-bc5d-14e24370c164,2025-02-01,16:30:00,18:30:00,32,APROBADA
7fb78fe1-6705-5039-b77c-1f55285d1b93,aad269e7-97f7-5e2d-9c43-cf84b49bd847,2025-01-23,16:30:00,17:30:00,27,APROBADA
31cad609-a26d-51d0-b493-57740d83e217,2574a671-d58d-5db3-8c9f-2518d8a8d790,2025-01-06,07:30:00,08:30:00,25,APROBADA
2d4dea8f-0239-55ce-8e20-3c3e1b4ed172,eb4139b4-3715-5623-a990-d045271440a9,2024-08-02,10:00:00,12:00:00,29,APROBADA
d1f1b7c3-6246-5172-8ced-df40144bbfe8,e5da4cff-29aa-5f05-8532-70f093603e74,2025-05-19,17:00:00,20:00:00,26,APROBADA
51fa3eed-cd8f-59e0-a750-959b83371ff9,b46607fb-d28f-5c06-a3a8-091cb9d995ec,2025-02-15,19:00:00,20:30:00,27,APROBADA
3ec98a11-6651-513a-b6a1-3ad2f4026696,6903b35b-c2a6-5770-98e5-743c2bc06b45,2024-12-04,12:30:00,14:30:00,32,APROBADA
dff5972b-22da-5a26-8442-c1030810903c,b46607fb-d28f-5c06-a3a8-091cb9d995ec,2025-02-01,15:30:00,16:30:00,25,APROBADA
6f36a24f-e40d-5a33-a66a-431cd6cb1119,6903b35b-c2a6-5770-98e5-743c2bc06b45,2024-10-14,19:00:00,20:30:00,30,APROBADA
5b1f0944-aab1-5c88-8410-8791d2069b51,6d481120-dab0-50c8-8f1b-33cf911e9573,2024-09-10,16:30:00,19:30:00,44,APROBADA
129fc4ae-1837-5d46-ad67-af1253c69f5d,6d481120-dab0-50c8-8f1b-33cf911e9573,2024-08-02,18:30:00,20:00:00,33,APROBADA
b85aef15-299a-5560-903d-8647d9536a42,1a0b71d7-4721-5998-bd82-de26b25b5771,2024-11-14,15:30:00,18:30:00,29,APROBADA
328e40b9-1aa2-55a6-a939-69a9bb85cdaf,a22ee2bf-332c-5ac1-ae12-28ce7b0033a1,2024-08-29,13:30:00,15:30:00,32,APROBADA
d14f17e0-ad37-5b63-b309-ccef4bf6e002,6d481120-dab0-50c8-8f1b-33cf911e9573,2025-03-29,09:00:00,12:00:00,29,APROBADA
9667e49d-4942-580f-bee1-ae575b4ae0a5,0880d439-8834-59c1-bfce-e7f3da722b3f,2025-02-09,16:30:00,17:30:00,42,APROBADA
209e2662-304a-5676-8ffb-c0f980c38129,b46607fb-d28f-5c06-a3a8-091cb9d995ec,2025-04-02,10:00:00,12:00:00,29,APROBADA
22966a47-24e5-56c3-b47f-6ad1fb316d1e,da1fe6a7-058c-5ad3-a10e-f529804a44b5,2025-01-15,16:00:00,18:00:00,36,APROBADA
53d85690-4e92-541b-85ca-e197253c2f15,a22ee2bf-332c-5ac1-ae12-28ce7b0033a1,2024-07-06,07:00:00,09:00:00,27,APROBADA
b33d89dd-fd32-59bf-ab0a-53fac1586ccd,05a1191e-b84b-597d-b970-b04889cc30ee,2024-09-23,19:00:00,21:00:00,36,APROBADA
68c74cf4-753f-55a0-95f7-7c67e24f0f20,10225e74-7c22-5384-8cdc-396a168ec651,2024-10-25,19:00:00,22:00:00,27,APROBADA
97c78e79-9931-59c6-845a-7025ceb76cb8,b46607fb-d28f-5c06-a3a8-091cb9d995ec,2025-01-31,12:00:00,15:00:00,37,APROBADA
6ac3a2ec-cbc3-59cd-b9f0-1ce45fb91d33,a22ee2bf-332c-5ac1-ae12-28ce7b0033a1,2025-05-24,12:30:00,14:30:00,26,APROBADA
5345d6e7-6eba-5400-89f0-68a74b4f208b,6d481120-dab0-50c8-8f1b-33cf911e9573,2024-08-31,12:30:00,13:30:00,36,APROBADA
f7ee57ce-8b67-53f0-be29-fb98b9e06066,05a1191e-b84b-597d-b970-b04889cc30ee,2025-02-23,13:30:00,15:00:00,32,APROBADA
e1aa45ea-25c7-5b2f-ae0f-12ea2dac6ede,aad269e7-97f7-5e2d-9c43-cf84b49bd847,2024-12-11,12:30:00,14:00:00,25,APROBADA
3250de8e-9f16-550f-9f7a-779ec51f47d2,6903b35b-c2a6-5770-98e5-743c2bc06b45,2025-05-25,13:00:00,15:00:00,28,APROBADA
a85222b6-a1ac-52bd-a70a-9ba4256375ce,10225e74-7c22-5384-8cdc-396a168ec651,2025-02-13,18:30:00,21:30:00,31,APROBADA
fe4380a7-bc97-5419-9e8f-47f5e4484064,6d481120-dab0-50c8-8f1b-33cf911e9573,2025-01-17,14:00:00,16:00:00,37,APROBADA
6976e0d6-768e-5156-b0a6-0d488bdca774,e5da4cff-29aa-5f05-8532-70f093603e74,2024-08-06,14:00:00,15:30:00,32,APROBADA
b3529605-0acb-5604-85b0-0d45e2f164fa,45b00d8f-2f79-52ba-8b17-e7d6ee0b476f,2025-01-05,14:30:00,16:30:00,35,APROBADA
6b31ed7f-4ee1-542b-992d-47cd1d0b9912,4b4a10f4-36fa-5109-bc5d-14e24370c164,2024-12-02,14:30:00,17:30:00,28,APROBADA
f7f3ad29-0b35-5dc0-b934-34cbb4795ed3,d056b3a8-8204-507a-b6c1-1f1203a87651,2025-03-13,18:30:00,21:30:00,25,APROBADA
040d6b7b-fcb7-59f9-97b2-374012699ef7,4b4a10f4-36fa-5109-bc5d-14e24370c164,2024-11-16,09:30:00,12:30:00,30,APROBADA
6a288185-7a36-514d-9209-c4b7f4a50a8f,2574a671-d58d-5db3-8c9f-2518d8a8d790,2025-05-29,19:00:00,20:30:00,34,APROBADA
476c8ca0-4a2e-5f00-91ae-391c2edc6bee,1a0b71d7-4721-5998-bd82-de26b25b5771,2024-07-01,11:30:00,13:00:00,45,APROBADA
e0aea9d0-c30d-500b-8096-bd3182aa1f23,1a0b71d7-4721-5998-bd82-de26b25b5771,2024-09-25,08:00:00,09:30:00,42,APROBADA
b5eb68f3-18c6-580a-a924-b268bcade666,2574a671-d58d-5db3-8c9f-2518d8a8d790,2024-11-14,07:00:00,10:00:00,29,APROBADA
8f848fab-264d-5adc-a0a5-e0d4cb89c422,45b00d8f-2f79-52ba-8b17-e7d6ee0b476f,2025-04-07,09:30:00,12:30:00,30,APROBADA
1c7f8940-2533-5463-99de-12d4301e3d2d,b46607fb-d28f-5c06-a3a8-091cb9d995ec,2024-11-17,08:00:00,09:00:00,26,APROBADA
5b02693b-e015-5f5a-94e6-a0dc0ecc8ddb,23c254ed-4635-5cec-baa9-656efa7fd130,2025-02-18,12:00:00,14:00:00,29,APROBADA
d310b8b8-089d-5be4-8298-5d41f65190f5,ef815f08-b586-5f03-964a-a08004eaebf3,2024-10-02,12:00:00,14:00:00,27,APROBADA
43d4f105-4132-54a9-97d1-ece8104086af,e5da4cff-29aa-5f05-8532-70f093603e74,2025-04-12,11:30:00,13:30:00,39,APROBADA
c9e4372a-b395-5f92-9245-d8b63e49a1fe,d056b3a8-8204-507a-b6c1-1f1203a87651,2024-12-04,18:30:00,20:30:00,27,APROBADA
8fa7abbf-f89e-5a94-966b-ef8e9836dfbd,dd609563-702d-543d-a49a-0ce27a83f234,2025-04-05,19:00:00,21:00:00,34,APROBADA
e5e54f39-8a60-50cd-b505-03e32441da3e,eb4139b4-3715-5623-a990-d045271440a9,2024-07-10,16:30:00,19:30:00,27,APROBADA
f3b13979-1f37-5f66-9066-ffdcfc4e7576,8fd4b53b-1d49-5307-8a1a-e184999a4434,2025-06-05,07:00:00,08:30:00,26,APROBADA
e405b32f-418d-5186-b89c-76a51631a63a,1dee66e3-0076-5033-8ba0-70dd67e8aea0,2024-09-04,11:30:00,13:00:00,31,APROBADA
e27806e1-4f7d-58dc-b7d5-55d987e54f41,eb4139b4-3715-5623-a990-d045271440a9,2025-02-02,09:00:00,10:00:00,29,APROBADA
f9628599-1989-5182-9b2f-6c3227f33113,6903b35b-c2a6-5770-98e5-743c2bc06b45,2024-09-16,16:30:00,17:30:00,31,APROBADA
c7286ac0-a66a-59e9-8040-5561b9d55321,1dee66e3-0076-5033-8ba0-70dd67e8aea0,2024-08-24,18:30:00,21:30:00,38,APROBADA
c7f1dad9-f42d-5896-97fa-6babca219fe4,a22ee2bf-332c-5ac1-ae12-28ce7b0033a1,2024-12-16,13:00:00,14:30:00,34,APROBADA
c072774b-2be6-5f17-8b4c-682e49e0eb7f,d7ce39c6-be5b-537a-ae81-d449a1710ff2,2024-11-02,10:00:00,13:00:00,42,APROBADA
7e865ed1-7635-5bee-9de6-4a4690d8bc42,8fd4b53b-1d49-5307-8a1a-e184999a4434,2024-07-03,15:30:00,17:00:00,27,APROBADA
4026d172-3a64-5a42-9bfb-ea20a0b5f067,a40fe9f0-87fa-5853-968f-5cedd5939e8a,2024-07-05,10:30:00,11:30:00,26,APROBADA
2e425267-4ac3-56d4-bb86-317dfff2e5c7,4b4a10f4-36fa-5109-bc5d-14e24370c164,2024-09-26,14:30:00,15:30:00,32,APROBADA
171e4683-ead4-5994-9d26-d0b798c00049,f5e43a2a-032c-562e-837a-ff3c72abffb4,2025-03-29,07:30:00,08:30:00,30,APROBADA
a416b6e7-c0ae-57ea-a247-5ffc0153d2e7,f5e43a2a-032c-562e-837a-ff3c72abffb4,2025-03-09,12:00:00,15:00:00,28,APROBADA
b15284a4-2586-50e7-8c18-b8e4a1776cde,f5e43a2a-032c-562e-837a-ff3c72abffb4,2025-05-26,11:00:00,13:00:00,27,APROBADA
5397654a-8cd3-5402-a9b7-8c4ae2fd88fc,8fd4b53b-1d49-5307-8a1a-e184999a4434,2024-10-03,09:00:00,10:30:00,37,APROBADA
8d07a08c-fa19-5b1e-bc20-5b3ad4e5ab1f,e5da4cff-29aa-5f05-8532-70f093603e74,2025-01-27,15:00:00,16:30:00,29,APROBADA
b68ab805-3232-520a-943e-91b1dfc5058e,706ea773-fd09-5587-a465-302616f9d571,2025-04-03,09:30:00,11:30:00,25,APROBADA
ce5eee44-b228-5f34-959b-57e0ba947a98,1dee66e3-0076-5033-8ba0-70dd67e8aea0,2024-12-08,15:30:00,18:30:00,41,APROBADA
66e8bbef-f8bb-574b-bf62-5d1550c50479,6c814918-8ba0-52cc-9377-6d60b7946f8b,2024-12-17,11:00:00,13:00:00,35,APROBADA
3adc76aa-1c18-55b9-9394-98b0bdbc11a2,706ea773-fd09-5587-a465-302616f9d571,2024-12-01,12:00:00,13:00:00,32,APROBADA
150dfe7b-4fe0-5d3d-ab7e-12482cb59150,7bcb3d0c-2500-5f01-abe8-d24e962af50e,2024-10-19,15:00:00,16:00:00,30,APROBADA
2d02fb8f-c234-546b-b57b-f6f01b2ff7d2,e5da4cff-29aa-5f05-8532-70f093603e74,2025-06-06,07:00:00,10:00:00,27,APROBADA
0a359d99-c8b4-52cc-98d1-66801d0be0a8,f5e43a2a-032c-562e-837a-ff3c72abffb4,2024-09-09,15:00:00,16:00:00,30,APROBADA
0d291633-cd45-50e0-8821-ee6d29aba3a4,d76d770e-14c2-5fea-bf8b-28f95250e124,2025-05-10,15:00:00,17:00:00,36,APROBADA
25774cba-c1f0-5b46-84d1-84f1320e1c27,1dee66e3-0076-5033-8ba0-70dd67e8aea0,2025-01-17,13:00:00,15:00:00,27,APROBADA
7cc6f505-0a08-5eba-a855-3052015261c9,05a1191e-b84b-597d-b970-b04889cc30ee,2025-05-22,16:30:00,18:30:00,30,APROBADA
1173eafe-2586-5e14-85f1-807345264c3c,d7ce39c6-be5b-537a-ae81-d449a1710ff2,2025-03-19,10:00:00,11:30:00,42,APROBADA
711f24fd-a32a-55ea-9ce4-6b14c9880f9f,d76d770e-14c2-5fea-bf8b-28f95250e124,2025-03-18,15:30:00,16:30:00,29,APROBADA
4a234037-6e79-548a-883e-cdf9683c6965,d76d770e-14c2-5fea-bf8b-28f95250e124,2024-09-16,12:00:00,13:30:00,35,APROBADA
0a6f2a74-3c80-59de-9913-18dacc4d34c3,6d481120-dab0-50c8-8f1b-33cf911e9573,2024-11-18,09:30:00,12:30:00,33,APROBADA
9d1a93c2-1f0f-555f-8caa-9b1b57f028de,d7ce39c6-be5b-537a-ae81-d449a1710ff2,2024-10-21,11:30:00,14:30:00,31,APROBADA
50b115df-330b-540f-9b63-1d5cf36123cb,1dee66e3-0076-5033-8ba0-70dd67e8aea0,2025-06-21,10:30:00,12:00:00,37,APROBADA
49014dba-f49f-54f3-96fc-9ed0b7230d96,6903b35b-c2a6-5770-98e5-743c2bc06b45,2024-07-18,12:00:00,14:00:00,36,APROBADA
66467c0e-9ea2-58f0-b698-634e2f30ff37,a22ee2bf-332c-5ac1-ae12-28ce7b0033a1,2025-06-17,08:30:00,10:30:00,33,APROBADA
98dd1e3e-7701-5dc8-881c-b0aef24e8e7e,6c814918-8ba0-52cc-9377-6d60b7946f8b,2025-05-06,10:30:00,13:30:00,34,APROBADA
4d4c6ed8-cd76-5d8d-8576-1e8369290f19,a22ee2bf-332c-5ac1-ae12-28ce7b0033a1,2025-05-09,09:30:00,12:30:00,33,APROBADA
5fdd1b6c-1abc-5cca-b66d-e4b7353a40ad,da1fe6a7-058c-5ad3-a10e-f529804a44b5,2024-12-09,12:00:00,13:00:00,28,APROBADA
c556c2a8-c8f8-5582-8eaf-7013a45113b7,6903b35b-c2a6-5770-98e5-743c2bc06b45,2024-12-09,16:00:00,17:30:00,36,APROBADA
70bd3cfa-5cdb-54de-ac40-1655a21b3786,7d424b25-0f98-5f10-b2a8-ed9ddcd33e7a,2024-11-27,09:30:00,11:30:00,36,APROBADA
f77a5179-5e1b-50d7-917d-fd3be1b0eb5d,7bcb3d0c-2500-5f01-abe8-d24e962af50e,2024-10-30,16:30:00,18:30:00,31,APROBADA
38ff6e5a-f8cb-5e0f-b2f0-67cbf1b56326,4b4a10f4-36fa-5109-bc5d-14e24370c164,2025-02-25,14:00:00,15:00:00,25,APROBADA
a1297b3c-60f5-56be-8ac0-c2aa8a836f68,45b00d8f-2f79-52ba-8b17-e7d6ee0b476f,2024-10-14,14:30:00,16:30:00,32,APROBADA
575f74d9-ed45-5533-84eb-21573ddf03ab,7d424b25-0f98-5f10-b2a8-ed9ddcd33e7a,2025-03-31,13:30:00,15:00:00,39,APROBADA
edfdd809-4d64-5bf0-85ab-5fe4b40f6547,6d481120-dab0-50c8-8f1b-33cf911e9573,2025-05-19,17:30:00,19:00:00,31,APROBADA
b412023c-ed43-5f27-904e-d3ddc70594a2,05a1191e-b84b-597d-b970-b04889cc30ee,2025-03-25,18:30:00,21:30:00,27,APROBADA
5040b111-d973-5e36-a932-c12ee14977f3,d7ce39c6-be5b-537a-ae81-d449a1710ff2,2024-07-20,15:00:00,16:00:00,36,APROBADA
f8621762-3885-537b-a8bd-a18fcb91e50c,6d481120-dab0-50c8-8f1b-33cf911e9573,2024-08-27,08:00:00,09:00:00,42,APROBADA
cc00e297-15e3-56aa-86c2-82169f4488ba,eb4139b4-3715-5623-a990-d045271440a9,2025-05-16,17:30:00,20:30:00,26,APROBADA
9f204ed0-54be-51ea-8892-a04df0071f0f,eb4139b4-3715-5623-a990-d045271440a9,2024-12-10,10:00:00,11:00:00,29,APROBADA
7dc8d4b1-3b13-5bdd-a325-9037af6a8e7f,e5da4cff-29aa-5f05-8532-70f093603e74,2025-04-20,15:00:00,16:30:00,37,APROBADA
ecdfaa90-c5f0-59ec-b31f-c0775832bb39,7bcb3d0c-2500-5f01-abe8-d24e962af50e,2024-07-17,17:30:00,18:30:00,29,APROBADA
f94159a1-6f1b-526d-a8a3-59d81c0c62f4,7bcb3d0c-2500-5f01-abe8-d24e962af50e,2025-03-18,19:00:00,21:00:00,25,APROBADA
6a106ae9-fea8-586b-9507-85fbf72efe19,eb4139b4-3715-5623-a990-d045271440a9,2024-09-13,18:00:00,21:00:00,25,APROBADA
313d3583-2b99-54a2-9bec-08aeceaf4496,f5e43a2a-032c-562e-837a-ff3c72abffb4,2024-11-28,08:00:00,10:00:00,25,APROBADA
0bd39336-e13b-5aab-917e-192a8d7aa8a3,2574a671-d58d-5db3-8c9f-2518d8a8d790,2024-08-06,07:00:00,08:00:00,26,APROBADA
2d816826-195a-54cf-ba7f-6979b10c90a5,dd609563-702d-543d-a49a-0ce27a83f234,2024-09-02,16:00:00,19:00:00,35,APROBADA
9ddd18c1-17c9-5fa6-a261-0c7dd3835e6d,b46607fb-d28f-5c06-a3a8-091cb9d995ec,2025-05-22,07:00:00,08:30:00,40,APROBADA
52a82a4d-0ac9-5bef-a0b5-bd00f19d2065,6d481120-dab0-50c8-8f1b-33cf911e9573,2025-06-06,09:30:00,12:30:00,31,APROBADA
ea427d97-ab5d-54de-bfc9-66f520736288,1a0b71d7-4721-5998-bd82-de26b25b5771,2025-06-11,15:00:00,18:00:00,31,APROBADA
3b0dad13-d2ee-564d-89ff-84c7091355d1,7bcb3d0c-2500-5f01-abe8-d24e962af50e,2025-03-11,12:30:00,15:30:00,32,APROBADA
c9e1bf86-2b27-59ab-9e9c-e5a8bf8c75d9,ef815f08-b586-5f03-964a-a08004eaebf3,2025-02-08,08:00:00,09:30:00,35,APROBADA
abcf6401-178c-59da-bce4-9b36abb9bd1a,4b4a10f4-36fa-5109-bc5d-14e24370c164,2024-08-23,12:00:00,13:00:00,27,APROBADA
e6b0c1ed-253e-5081-9c04-941d453b2069,aad269e7-97f7-5e2d-9c43-cf84b49bd847,2024-07-13,15:00:00,18:00:00,30,APROBADA
6782551d-3514-5d47-94ca-1347d2320fa4,ef815f08-b586-5f03-964a-a08004eaebf3,2025-01-25,10:30:00,12:00:00,33,APROBADA
65e158d6-bfb8-5204-ac29-bde5858f36fb,8fd4b53b-1d49-5307-8a1a-e184999a4434,2025-05-26,15:00:00,18:00:00,30,APROBADA
bfb4dfb9-3d34-5cf0-b65f-f990a94e74ae,e5da4cff-29aa-5f05-8532-70f093603e74,2024-10-22,12:00:00,15:00:00,30,APROBADA
f54efe37-ff19-5761-bd17-e6d3ad0fb7e5,05a1191e-b84b-597d-b970-b04889cc30ee,2025-06-14,10:00:00,12:00:00,35,APROBADA
1da22526-5cf8-58d7-bcce-71236d6065af,4b4a10f4-36fa-5109-bc5d-14e24370c164,2024-07-06,12:30:00,15:30:00,28,APROBADA
dc97d7e8-8884-555f-9b80-5e810da5265a,6903b35b-c2a6-5770-98e5-743c2bc06b45,2024-09-29,07:00:00,08:00:00,29,APROBADA
7b370280-2594-517f-9ed4-0d58847a6200,da1fe6a7-058c-5ad3-a10e-f529804a44b5,2024-07-31,16:30:00,18:00:00,30,APROBADA
d556f1c6-ee77-561e-8a77-ba41590cd76c,d76d770e-14c2-5fea-bf8b-28f95250e124,2024-08-09,18:30:00,20:30:00,36,APROBADA
46670624-55a8-503f-9922-1e860ab7e363,1dee66e3-0076-5033-8ba0-70dd67e8aea0,2025-04-24,09:30:00,10:30:00,26,APROBADA
243f4841-775c-51f6-aa66-c2b416097a47,7bcb3d0c-2500-5f01-abe8-d24e962af50e,2024-10-01,15:30:00,16:30:00,32,APROBADA
b27f4ee6-201c-540d-aaf2-56094cee85fe,d7ce39c6-be5b-537a-ae81-d449a1710ff2,2024-10-26,18:00:00,19:00:00,35,APROBADA
26bec457-be04-5d42-9f0f-cc8ff6ac2760,10225e74-7c22-5384-8cdc-396a168ec651,2025-04-21,10:00:00,12:00:00,29,APROBADA
754e85e9-7531-5d9e-9a76-6f1bf4ff190c,7d424b25-0f98-5f10-b2a8-ed9ddcd33e7a,2025-06-21,13:30:00,15:00:00,29,APROBADA
9ef68711-dfc2-5620-a36f-b002d46b9512,6c814918-8ba0-52cc-9377-6d60b7946f8b,2025-02-28,09:00:00,10:00:00,38,APROBADA
7e1d199c-0676-5973-a4ea-841c7bf9f38a,4b4a10f4-36fa-5109-bc5d-14e24370c164,2024-10-10,17:00:00,18:30:00,29,APROBADA
a19d6cbe-924a-54cd-9bec-1d5f37c71b61,f5e43a2a-032c-562e-837a-ff3c72abffb4,2024-11-14,17:30:00,19:00:00,26,APROBADA
51f3905f-5ed8-57dc-9e71-3d1b6fe92798,05a1191e-b84b-597d-b970-b04889cc30ee,2024-12-09,17:30:00,19:30:00,34,APROBADA
93704edd-1a78-5cad-b5a6-38fe61ef0e99,6c814918-8ba0-52cc-9377-6d60b7946f8b,2025-04-16,13:00:00,16:00:00,25,APROBADA
d003f20e-e948-548f-aa63-71ececfe1a1b,7bcb3d0c-2500-5f01-abe8-d24e962af50e,2024-10-21,13:00:00,15:00:00,32,APROBADA
38a313b7-9262-5ec1-b4f2-99fa5a6a0c12,0880d439-8834-59c1-bfce-e7f3da722b3f,2024-12-02,12:30:00,13:30:00,30,APROBADA
3387d599-8052-53b2-8ac7-da2650bb75a2,d76d770e-14c2-5fea-bf8b-28f95250e124,2024-12-28,17:30:00,18:30:00,26,APROBADA
fd84c974-7332-516a-8e2d-74c6d4b01ed4,6903b35b-c2a6-5770-98e5-743c2bc06b45,2025-03-14,18:30:00,20:30:00,36,APROBADA
74f17bf3-94b7-58db-a850-6fe4a5b4e573,10225e74-7c22-5384-8cdc-396a168ec651,2024-10-31,13:00:00,15:00:00,34,APROBADA
7716a3c9-bf09-5a70-9958-1dbd8f65ca68,10225e74-7c22-5384-8cdc-396a168ec651,2024-09-18,12:00:00,15:00:00,31,APROBADA
fc0268a1-8637-52f3-9d0f-1583881e4241,6c814918-8ba0-52cc-9377-6d60b7946f8b,2025-01-05,12:00:00,15:00:00,37,APROBADA
60249fb8-f807-5eef-b7fa-d0c27325540e,706ea773-fd09-5587-a465-302616f9d571,2024-09-30,10:00:00,11:00:00,29,APROBADA
1df19902-30c0-5ba4-92a4-6449251a97af,4b4a10f4-36fa-5109-bc5d-14e24370c164,2024-12-11,11:30:00,14:30:00,27,APROBADA
228e1395-cd38-50ef-ae52-a52f15ad0eea,6903b35b-c2a6-5770-98e5-743c2bc06b45,2025-04-25,09:00:00,10:30:00,27,APROBADA
aa1285ec-263a-50eb-b59f-f19cb1fbd01f,05a1191e-b84b-597d-b970-b04889cc30ee,2025-02-28,18:00:00,20:00:00,26,APROBADA
9fd9aa2e-89f9-5645-96ab-085c7f3e342e,05a1191e-b84b-597d-b970-b04889cc30ee,2025-02-13,08:30:00,11:30:00,36,APROBADA
6374e7bd-093e-5453-9e5d-de657b26e32e,eb4139b4-3715-5623-a990-d045271440a9,2025-05-01,16:30:00,19:30:00,25,APROBADA
e1581f13-095c-55f5-8211-1eeff89e7d7c,d7ce39c6-be5b-537a-ae81-d449a1710ff2,2025-01-01,08:30:00,10:00:00,37,APROBADA
c786a00a-ce92-5ca7-86f5-43cb4f96aea6,e5da4cff-29aa-5f05-8532-70f093603e74,2025-02-15,11:00:00,14:00:00,33,APROBADA
592ea2da-9706-50e3-b965-cb3c7920447b,da1fe6a7-058c-5ad3-a10e-f529804a44b5,2025-01-30,09:00:00,11:00:00,34,APROBADA
268cf4f0-c804-5570-8e0e-e19848f4eae5,2574a671-d58d-5db3-8c9f-2518d8a8d790,2025-01-07,07:00:00,10:00:00,27,APROBADA
d8f4b79b-28bc-5e9e-96cb-3eeadd567952,d7ce39c6-be5b-537a-ae81-d449a1710ff2,2025-01-17,15:00:00,16:00:00,37,APROBADA
0b83f4e1-8bfc-532a-b5be-d0352a0cc790,da1fe6a7-058c-5ad3-a10e-f529804a44b5,2024-09-10,07:30:00,08:30:00,35,APROBADA
a862d4a3-30de-5c94-a19c-97cf01a24756,ef815f08-b586-5f03-964a-a08004eaebf3,2024-08-06,17:00:00,18:30:00,27,APROBADA
75a24d61-8f78-57ea-81dd-d683cbdc0da0,d76d770e-14c2-5fea-bf8b-28f95250e124,2025-05-02,08:30:00,10:00:00,32,APROBADA
0df86580-9ab6-578a-9e16-6256414df99a,c1489a8f-1dff-511e-b025-5a10261901d7,2025-01-15,08:30:00,10:30:00,27,APROBADA
